timestamp,log_level
2021-05-30T16:58:22.582451,DEBUG
2021-09-16T22:31:36.896015,FATAL
2020-08-13T23:16:09.937802,WARN
2023-04-12T23:47:50.575211,ERROR
2023-10-17T16:12:19.485366,CRITICAL
2022-03-22T11:24:32.164456,DEBUG
2020-10-15T01:25:03.024384,CRITICAL
2024-05-04T11:57:41.980950,FATAL
2020-10-07T01:16:16.061806,INFO
2024-10-11T11:01:06.860554,FATAL
2022-07-20T22:28:21.405238,INFO
2020-12-13T12:41:40.990472,DEBUG
2022-01-02T00:20:23.320613,TRACE
2020-03-30T23:23:48.563402,INFO
2020-05-24T14:33:19.603290,WARN
2020-12-08T04:42:21.757906,CRITICAL
2024-02-19T13:53:56.138821,ERROR
2022-02-14T09:18:32.571838,CRITICAL
2020-09-19T14:36:34.368224,DEBUG
2020-08-05T06:52:00.235246,CRITICAL
2021-03-01T01:56:24.403598,ERROR
2020-09-18T17:07:31.924965,FATAL
2021-02-10T05:46:57.380115,CRITICAL
2023-10-22T04:37:25.507724,CRITICAL
2022-06-25T02:03:11.602585,TRACE
2020-12-05T21:27:49.770990,CRITICAL
2021-04-28T17:07:38.449764,INFO
2022-12-28T02:45:55.426345,CRITICAL
2024-12-28T23:20:17.822983,CRITICAL
2024-11-30T23:39:32.944488,WARN
2022-10-14T15:08:10.655668,DEBUG
2022-11-14T15:50:24.202985,TRACE
2023-10-04T07:42:34.186028,TRACE
2024-12-26T07:20:55.170103,ERROR
2025-01-24T13:03:55.065237,INFO
2023-05-09T18:50:59.084663,DEBUG
2020-03-26T09:49:18.460457,CRITICAL
2020-12-11T06:40:49.352226,DEBUG
2020-01-05T07:42:49.897338,WARN
2021-09-28T23:58:42.282060,TRACE
2022-11-05T01:41:19.902528,INFO
2020-02-15T11:26:11.042253,INFO
2020-06-18T14:41:48.905784,DEBUG
2024-02-11T03:30:21.746163,WARN
2023-10-19T13:55:21.657963,TRACE
2023-01-16T09:55:05.364068,CRITICAL
2022-01-26T11:54:18.443727,TRACE
2020-09-09T01:30:26.277771,CRITICAL
2024-10-01T15:46:45.759317,FATAL
2020-07-05T06:01:36.592302,FATAL
2020-03-02T08:05:39.985047,INFO
2024-06-24T19:29:59.377027,FATAL
2022-01-05T10:27:40.155917,WARN
2021-09-23T21:28:28.892983,WARN
2020-01-17T10:03:20.147426,INFO
2020-11-05T23:14:02.669180,DEBUG
2020-04-02T04:17:46.796358,INFO
2023-06-01T21:47:05.009447,DEBUG
2022-10-31T09:19:46.108303,ERROR
2024-12-03T10:49:05.170478,FATAL
2022-02-23T01:47:56.859762,WARN
2023-04-07T21:40:52.363444,FATAL
2024-09-09T07:10:03.305585,TRACE
2025-02-11T20:11:17.225584,CRITICAL
2023-01-13T03:36:35.734320,TRACE
2021-11-15T07:52:11.433110,CRITICAL
2021-11-15T09:44:17.777341,CRITICAL
2022-06-15T18:46:53.028958,DEBUG
2020-01-27T15:14:24.753432,FATAL
2022-11-10T17:31:46.856222,FATAL
2022-04-28T13:30:48.405586,ERROR
2024-11-10T15:23:01.441461,ERROR
2023-08-29T07:48:10.259217,WARN
2024-07-27T20:26:07.198449,CRITICAL
2022-08-15T21:00:22.050756,TRACE
2025-03-03T08:52:34.968563,DEBUG
2020-11-21T00:51:59.353325,CRITICAL
2020-10-23T13:29:03.155524,INFO
2022-09-08T05:22:49.838437,FATAL
2025-03-02T00:06:38.729665,DEBUG
2024-07-19T09:41:49.602329,FATAL
2024-02-16T11:23:51.524286,INFO
2022-11-01T16:48:26.294247,INFO
2022-08-11T08:06:14.041704,FATAL
2024-07-20T06:23:04.306333,DEBUG
2022-01-25T16:51:40.060334,DEBUG
2022-08-28T19:54:10.590778,CRITICAL
2021-05-17T13:02:43.287179,TRACE
2020-02-18T23:28:51.843438,INFO
2024-01-30T05:23:48.638856,TRACE
2022-11-28T06:23:19.379271,WARN
2024-06-19T20:30:26.579903,FATAL
2022-02-05T00:35:25.052584,DEBUG
2022-10-30T20:48:33.573462,CRITICAL
2024-06-05T15:37:19.541684,INFO
2021-12-27T03:36:50.636185,CRITICAL
2024-01-06T15:25:42.629394,TRACE
2022-04-14T02:16:03.969842,WARN
2024-04-15T16:03:01.689757,WARN
2023-02-08T13:31:29.878792,INFO
2020-09-17T02:40:24.419262,WARN
2024-09-10T15:51:12.737013,TRACE
2024-05-03T23:10:14.427623,FATAL
2020-08-10T15:25:02.248338,CRITICAL
2021-12-01T13:10:55.128928,TRACE
2024-01-14T17:32:49.020386,CRITICAL
2024-12-10T01:54:42.216176,WARN
2024-10-03T08:11:41.971697,TRACE
2020-09-25T21:46:12.855122,DEBUG
2020-10-04T15:57:51.831664,WARN
2021-07-10T12:21:32.356784,TRACE
2022-03-07T23:28:21.216559,WARN
2020-08-28T06:51:08.120154,FATAL
2023-01-09T05:27:11.645550,ERROR
2020-07-23T19:20:22.003763,DEBUG
2023-09-20T19:06:00.481825,ERROR
2023-06-30T06:42:27.839216,CRITICAL
2022-05-26T13:33:59.637142,WARN
2021-09-23T12:42:56.834651,ERROR
2021-09-29T03:59:11.086154,INFO
2021-04-09T19:11:45.669014,WARN
2024-03-08T04:39:47.596062,WARN
2021-04-03T22:31:47.444884,WARN
2020-03-21T16:36:49.510773,TRACE
2020-12-13T14:28:44.071444,WARN
2024-10-28T16:07:14.928365,DEBUG
2020-07-22T17:31:11.797368,TRACE
2020-12-11T12:44:04.058861,CRITICAL
2020-12-22T14:10:24.699863,CRITICAL
2022-02-11T03:44:49.238104,INFO
2023-10-28T22:32:25.775853,TRACE
2021-03-01T17:24:00.007311,TRACE
2024-07-02T00:47:18.650460,FATAL
2021-02-24T21:59:42.211957,CRITICAL
2021-02-09T10:50:38.429823,CRITICAL
2022-08-19T07:59:50.911964,FATAL
2020-09-20T04:11:48.826077,CRITICAL
2024-03-29T19:25:46.445815,DEBUG
2021-01-21T01:11:21.239693,ERROR
2022-05-10T17:36:42.743386,CRITICAL
2020-11-26T21:43:54.403370,CRITICAL
2024-11-18T23:12:34.478000,INFO
2024-02-16T05:17:25.647165,FATAL
2020-07-14T16:24:38.742090,INFO
2023-08-09T13:23:01.903718,INFO
2024-01-28T11:29:29.360327,FATAL
2020-09-12T07:34:28.925502,WARN
2020-05-24T12:18:39.670684,DEBUG
2023-03-05T13:08:50.434899,ERROR
2022-04-04T04:35:50.285602,CRITICAL
2020-02-17T05:26:17.697924,WARN
2020-07-14T12:17:53.753938,DEBUG
2020-05-11T04:05:52.006053,FATAL
2024-10-01T18:03:53.691673,TRACE
2022-09-24T12:54:50.972977,ERROR
2020-03-23T02:57:17.826500,WARN
2020-01-10T12:52:22.345721,DEBUG
2022-01-20T19:24:30.821291,ERROR
2024-07-02T11:00:42.289859,FATAL
2023-09-16T08:23:52.642897,WARN
2022-05-26T13:12:19.284767,WARN
2022-06-11T07:19:16.829887,WARN
2020-10-01T20:14:06.060685,INFO
2025-02-02T20:37:58.455514,TRACE
2022-08-22T14:51:11.921876,FATAL
2024-02-26T22:33:47.943387,CRITICAL
2021-11-05T17:37:57.779754,INFO
2024-07-25T22:37:22.926471,INFO
2024-02-10T21:54:20.314453,DEBUG
2020-06-24T20:54:42.114444,FATAL
2023-02-08T17:39:14.071451,TRACE
2024-07-02T20:24:49.506209,ERROR
2023-05-16T06:17:28.527962,TRACE
2022-11-21T13:42:42.599133,TRACE
2023-10-10T06:36:07.802663,FATAL
2023-05-22T04:10:00.195210,DEBUG
2021-12-13T17:11:24.481944,DEBUG
2024-12-06T03:45:11.746541,INFO
2021-09-11T20:05:57.942882,ERROR
2024-02-23T20:41:39.156466,FATAL
2023-04-25T05:25:22.361804,INFO
2021-12-27T21:35:55.049050,DEBUG
2022-05-12T15:20:05.731951,CRITICAL
2021-05-08T00:07:30.349607,DEBUG
2021-08-12T09:11:13.038705,WARN
2024-03-07T21:08:02.417747,FATAL
2021-03-03T06:39:11.946012,DEBUG
2023-05-18T00:27:28.765131,TRACE
2020-10-19T14:46:51.848722,WARN
2023-12-23T15:03:39.390342,FATAL
2023-04-08T14:10:24.783619,DEBUG
2023-10-23T00:29:14.194038,TRACE
2021-09-21T12:55:22.172974,WARN
2020-04-20T17:53:41.706414,TRACE
2023-02-10T22:11:06.925593,TRACE
2021-08-04T05:11:44.150141,WARN
2023-10-08T18:03:19.793336,TRACE
2023-06-10T15:01:20.982869,ERROR
2021-05-18T19:10:12.667699,ERROR
2021-10-19T00:05:45.166071,CRITICAL
2021-08-28T04:53:11.593453,FATAL
2021-10-03T12:31:55.117574,CRITICAL
2022-12-16T14:12:40.817759,TRACE
2022-08-13T12:20:42.455335,WARN
2021-05-22T18:52:24.604765,INFO
2022-05-07T13:36:16.235418,TRACE
2020-07-05T05:08:26.617885,DEBUG
2024-01-08T17:19:04.555870,FATAL
2021-04-26T17:45:16.570915,DEBUG
2024-01-28T09:13:13.980600,INFO
2021-04-30T17:09:18.224527,ERROR
2020-08-10T15:58:05.366699,WARN
2022-11-07T09:45:54.812442,INFO
2022-07-03T01:25:44.483451,FATAL
2023-04-28T06:17:18.388666,TRACE
2024-12-22T04:59:34.895505,FATAL
2020-05-21T01:25:56.395330,FATAL
2024-03-20T23:54:31.202047,ERROR
2020-01-01T07:34:29.735580,FATAL
2020-02-01T11:50:32.046373,WARN
2022-07-31T16:56:08.933416,WARN
2024-01-26T17:02:17.196111,TRACE
2023-10-28T10:53:24.394444,DEBUG
2023-01-05T23:33:11.096346,INFO
2020-08-10T01:08:14.486663,CRITICAL
2022-06-03T12:44:35.140655,CRITICAL
2020-04-09T05:11:33.786080,INFO
2023-04-22T10:47:22.214329,WARN
2022-09-03T02:55:40.340012,FATAL
2020-06-16T04:57:03.443911,INFO
2023-03-26T14:50:41.184587,ERROR
2022-03-13T04:05:32.488154,ERROR
2020-07-15T10:03:59.148707,INFO
2020-10-16T20:32:42.407390,WARN
2023-12-14T16:51:33.481635,CRITICAL
2022-01-31T20:37:56.314936,TRACE
2021-08-29T19:54:31.940277,ERROR
2021-10-07T01:59:13.837028,DEBUG
2021-04-23T21:49:20.436163,ERROR
2023-08-27T07:58:41.362058,DEBUG
2022-11-06T20:06:01.773213,INFO
2025-01-29T19:42:26.962140,ERROR
2023-11-16T21:40:03.677407,DEBUG
2024-10-30T18:35:23.140770,WARN
2021-09-11T00:23:29.772489,FATAL
2024-06-20T05:24:01.756947,FATAL
2021-04-02T17:53:46.654307,FATAL
2023-02-28T13:57:25.370433,DEBUG
2024-11-06T23:02:23.495187,INFO
2021-02-26T18:13:40.536966,DEBUG
2023-04-25T14:40:44.739241,TRACE
2020-01-26T05:52:52.299674,CRITICAL
2020-01-03T23:27:43.374626,CRITICAL
2022-05-01T11:05:58.494489,ERROR
2020-12-02T00:53:48.535232,WARN
2022-01-09T20:19:55.254486,ERROR
2021-11-13T04:43:46.422079,TRACE
2024-01-24T17:07:48.807148,FATAL
2022-08-12T06:36:38.306821,DEBUG
2020-12-18T18:39:11.899518,FATAL
2024-05-11T22:59:26.838981,FATAL
2020-02-29T13:04:24.490743,ERROR
2022-10-01T23:05:35.699366,DEBUG
2021-05-23T02:42:06.388942,ERROR
2020-09-13T15:38:11.183042,CRITICAL
2020-09-10T10:23:00.593101,ERROR
2023-12-07T16:16:21.657043,ERROR
2022-04-22T21:11:26.402840,CRITICAL
2020-10-20T21:58:24.127513,INFO
2023-09-30T06:25:57.421424,TRACE
2024-07-19T15:44:22.239252,WARN
2024-06-24T10:31:01.497227,TRACE
2020-12-22T06:46:17.769675,TRACE
2024-04-17T10:28:35.873968,CRITICAL
2020-07-04T02:57:58.930104,DEBUG
2022-08-14T12:40:30.452488,DEBUG
2023-05-05T21:31:35.429872,WARN
2025-02-18T21:19:44.822092,CRITICAL
2020-12-31T18:11:38.489675,DEBUG
2022-08-30T23:24:00.465791,INFO
2022-08-08T13:55:13.302383,DEBUG
2023-03-25T19:25:56.700383,ERROR
2023-07-16T13:39:23.932398,TRACE
2024-12-30T13:25:34.669993,DEBUG
2023-05-15T11:40:29.674323,INFO
2020-06-28T18:21:48.781340,CRITICAL
2023-10-23T03:27:37.081384,INFO
2024-05-31T04:31:52.165647,TRACE
2025-01-18T19:47:33.404403,WARN
2025-01-12T04:35:49.726672,TRACE
2021-09-19T07:08:18.023218,INFO
2023-12-16T10:19:42.886905,ERROR
2024-09-06T10:03:06.584230,INFO
2024-02-16T06:10:35.052892,WARN
2024-09-14T01:36:41.613177,ERROR
2021-02-12T01:39:21.642064,TRACE
2020-02-22T04:41:06.759674,DEBUG
2024-06-25T06:05:34.207760,CRITICAL
2024-08-11T02:46:20.581589,TRACE
2023-06-18T23:26:15.427942,DEBUG
2024-12-18T13:37:41.249039,WARN
2024-12-19T02:10:57.081046,DEBUG
2020-09-19T06:09:32.605532,CRITICAL
2022-11-13T06:54:12.376261,WARN
2024-10-08T08:13:03.410953,TRACE
2020-09-21T18:39:31.468464,INFO
2022-12-12T11:29:17.069877,CRITICAL
2021-09-10T17:54:18.839781,FATAL
2022-09-27T04:47:16.295211,DEBUG
2023-12-15T13:59:03.052479,WARN
2021-07-05T02:36:53.735050,FATAL
2020-05-15T08:29:15.703239,ERROR
2021-12-06T01:06:09.313433,DEBUG
2022-04-05T18:45:43.981379,DEBUG
2020-12-20T23:41:33.448698,INFO
2020-09-23T03:12:12.801583,CRITICAL
2020-12-14T20:36:32.234692,DEBUG
2024-05-19T02:37:09.509329,WARN
2020-07-29T06:45:20.377616,INFO
2024-12-05T22:49:22.759677,TRACE
2024-03-09T02:41:07.013079,WARN
2023-07-30T07:17:11.487813,CRITICAL
2022-11-02T01:45:14.536401,WARN
2022-09-02T22:20:54.962203,CRITICAL
2022-11-30T18:38:28.330874,FATAL
2020-08-03T20:38:00.738834,WARN
2022-06-16T17:31:01.656856,DEBUG
2021-11-23T06:34:07.912106,ERROR
2024-12-03T09:29:14.636112,TRACE
2024-06-08T17:36:40.893520,ERROR
2020-03-23T09:33:39.165529,FATAL
2024-12-02T04:35:05.058341,CRITICAL
2021-12-28T11:49:15.304994,ERROR
2021-11-05T03:51:26.330151,DEBUG
2024-04-17T12:31:34.645951,INFO
2022-10-22T04:12:49.490350,WARN
2022-03-25T00:00:51.350836,WARN
2023-08-05T04:49:29.887344,ERROR
2020-05-04T07:27:11.221730,CRITICAL
